feedback_id,campaign_id,feedback_text,sentiment,sentiment_score,issue_category,severity,feedback_source,feedback_date,resolution_status,response_time_hours,customer_segment,channel_of_campaign,repeat_complaint,escalation_required
FB32050,CMP18792,The offer mentioned in SMS is not applicable to my account. Misleading information!,Negative,-0.01,Misleading Information,Critical,Branch,2026-03-25,Resolved,13.0,Self-Employed,WhatsApp,False,True
FB32051,CMP18409,General inquiry about the campaign offer.,Neutral,0.02,General Inquiry,Low,Social Media,2024-01-07,In Progress,,Women Professionals,Call Center,False,False
FB32052,CMP12957,Email said exclusive offer but everyone got the same. Not really exclusive!,Negative,-0.08,Aggressive Sales,Medium,Call Center,2025-11-16,Open,100.0,SMB Owners,Call Center,False,False
FB32053,CMP18403,Promotional message language was different from my preference. Update records!,Negative,-0.1,Hidden Charges,Medium,Chatbot,2024-01-06,Open,54.0,First-Time Borrowers,Email,False,False
FB32054,CMP12936,The offer expired but I still received promotional SMS for it. Waste of time!,Very Negative,-0.45,Unclear Terms,High,Email,2023-03-07,Open,,SMB Owners,Email,False,True
FB32055,CMP10300,Campaign said instant approval but waiting for 5 days now. False promise!,Very Negative,-0.56,Hidden Charges,Critical,Call Center,2025-04-06,Open,,SMB Owners,Call Center,False,True
FB32056,CMP19808,Promotional message language was different from my preference. Update records!,Negative,-0.09,Unsubscribe Failed,Medium,Social Media,2024-08-17,In Progress,,Existing Loan Customers,WhatsApp,False,False
FB32057,CMP10274,Timely SMS about FD rate increase helped me invest at the right time. Thanks!,Positive,0.73,Appreciation,Low,Survey,2025-04-12,Closed,3.0,First-Time Borrowers,WhatsApp,False,False
FB32058,CMP15425,Great offer on personal loan! Applied and got approval within hours. Impressed!,Positive,0.91,Appreciation,Low,Chatbot,2024-05-15,In Progress,63.0,High-Value Transactors,WhatsApp,False,False
FB32059,CMP15031,App crashed when I tried to avail the campaign offer. Losing trust!,Very Negative,-0.65,App Issues,Critical,App Review,2023-11-19,Resolved,136.0,Low-Balance Customers,SMS,False,True
FB32060,CMP12318,I've already unsubscribed but still receiving marketing calls. Very frustrating!,Negative,-0.04,App Issues,Critical,Branch,2025-04-22,In Progress,64.0,Existing Loan Customers,Push Notification,False,True
FB32061,CMP18717,The interest rate in SMS was different from what your branch quoted. Cheating!,Negative,-0.26,Misleading Information,Medium,Social Media,2025-12-23,Escalated,30.0,Mass Affluent,WhatsApp,False,False
FB32062,CMP16993,Your WhatsApp banking is very convenient. Love the quick response!,Positive,0.81,Appreciation,Low,Branch,2025-08-20,Resolved,12.0,IT Professionals,SMS,False,False
FB32063,CMP12758,General inquiry about the campaign offer.,Neutral,0.19,General Inquiry,Low,Call Center,2025-04-07,In Progress,13.0,Salaried Gen-Z,Push Notification,False,False
FB32064,CMP16208,The special rate for existing customers was same as new customer rate. Disappointed!,Very Negative,-0.63,Misleading Information,Critical,Call Center,2024-07-31,In Progress,126.0,Senior Citizens,Email,True,True
FB32065,CMP19399,Received 5 promotional messages today alone. This is harassment!,Negative,-0.14,Technical Issues,Medium,Chatbot,2023-12-22,Closed,149.0,Senior Citizens,SMS,False,False
FB32066,CMP13081,The special rate for existing customers was same as new customer rate. Disappointed!,Negative,-0.08,Aggressive Sales,High,Chatbot,2023-03-27,Open,15.0,Government Employees,Push Notification,False,True
FB32067,CMP18502,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Negative,-0.26,Spam/Excessive Messages,Medium,Survey,2026-02-09,Resolved,47.0,Women Professionals,SMS,False,False
FB32068,CMP19169,App crashed when I tried to avail the campaign offer. Losing trust!,Negative,-0.26,Unclear Terms,High,Call Center,2024-02-14,Escalated,4.0,SMB Owners,Push Notification,False,True
FB32069,CMP12630,I've already unsubscribed but still receiving marketing calls. Very frustrating!,Very Negative,-0.98,Aggressive Sales,Low,Social Media,2023-01-16,Open,18.0,First-Time Borrowers,WhatsApp,True,False
FB32070,CMP11736,The app notification for bill payment reminder was helpful. Avoided late fee!,Positive,0.93,Appreciation,Low,Branch,2023-06-27,Resolved,13.0,Dormant Account Holders,WhatsApp,False,False
FB32071,CMP15676,General inquiry about the campaign offer.,Neutral,0.0,General Inquiry,Low,Email,2024-09-04,Escalated,160.0,Low-Balance Customers,Push Notification,True,False
FB32072,CMP15571,General inquiry about the campaign offer.,Neutral,0.12,General Inquiry,Low,Survey,2023-01-28,Escalated,90.0,IT Professionals,WhatsApp,True,False
FB32073,CMP14390,App crashed when I tried to avail the campaign offer. Losing trust!,Negative,-0.24,Unclear Terms,Medium,Social Media,2023-12-26,Resolved,29.0,IT Professionals,Call Center,False,False
FB32074,CMP19729,General inquiry about the campaign offer.,Neutral,0.09,General Inquiry,Low,Chatbot,2025-07-12,In Progress,85.0,Low-Balance Customers,Call Center,False,False
FB32075,CMP17784,The credit card offer was not as mentioned. Hidden charges everywhere!,Negative,-0.09,App Issues,Critical,Chatbot,2024-08-15,Open,,First-Time Borrowers,Email,False,True
FB32076,CMP14191,Your campaign mentioned free insurance but it had premium after first year.,Negative,-0.09,Spam/Excessive Messages,Low,Social Media,2025-06-22,In Progress,118.0,Healthcare Workers,SMS,False,False
FB32077,CMP19934,The cashback promised in campaign never got credited. Follow up required.,Very Negative,-0.88,Aggressive Sales,Medium,Social Media,2025-06-08,Resolved,,Mass Affluent,WhatsApp,True,False
FB32078,CMP14425,General inquiry about the campaign offer.,Neutral,0.14,General Inquiry,Low,Branch,2024-01-28,In Progress,67.0,IT Professionals,Push Notification,False,False
FB32079,CMP11635,Received 5 promotional messages today alone. This is harassment!,Very Negative,-0.48,Irrelevant Offers,Medium,Chatbot,2023-03-14,Open,94.0,Salaried Gen-Z,Push Notification,False,False
FB32080,CMP10355,Your app showed pre-approved loan but branch rejected. False advertising!,Negative,-0.16,App Issues,Medium,Branch,2025-11-03,Open,100.0,Premium Card Holders,Email,True,False
FB32081,CMP15498,Promotional message language was different from my preference. Update records!,Negative,-0.17,Privacy Concerns,High,Survey,2023-12-03,Escalated,113.0,First-Time Borrowers,SMS,False,True
FB32082,CMP18802,Received 5 promotional messages today alone. This is harassment!,Negative,-0.19,App Issues,Medium,Survey,2025-04-12,In Progress,32.0,Students,Push Notification,False,False
FB32083,CMP10594,Your campaign mentioned free insurance but it had premium after first year.,Very Negative,-0.32,Unsubscribe Failed,High,App Review,2024-05-10,Resolved,111.0,First-Time Borrowers,SMS,False,True
FB32084,CMP12375,Your WhatsApp banking is very convenient. Love the quick response!,Positive,0.41,Appreciation,Low,Survey,2026-02-23,Resolved,123.0,Healthcare Workers,Push Notification,False,False
FB32085,CMP10923,Email said exclusive offer but everyone got the same. Not really exclusive!,Very Negative,-0.77,Duplicate Messages,High,App Review,2024-08-27,Resolved,,Mass Affluent,Email,True,True
FB32086,CMP18632,Received 5 promotional messages today alone. This is harassment!,Negative,-0.04,Unsubscribe Failed,Medium,Branch,2025-05-14,Closed,43.0,Mass Affluent,Email,False,False
FB32087,CMP15035,Great offer on personal loan! Applied and got approval within hours. Impressed!,Positive,0.55,Appreciation,Low,Survey,2025-11-07,Escalated,,Government Employees,Push Notification,False,False
FB32088,CMP14777,Credit limit mentioned in message doesn't match my actual approved limit.,Very Negative,-0.78,Unclear Terms,Critical,Call Center,2024-04-30,Resolved,87.0,Healthcare Workers,Call Center,False,True
FB32089,CMP15365,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Negative,-0.08,Poor Timing,Medium,Email,2023-08-19,In Progress,22.0,Salaried Millennials,Call Center,True,False
FB32090,CMP13753,The app notification for bill payment reminder was helpful. Avoided late fee!,Positive,0.39,Appreciation,Low,Survey,2024-09-09,Resolved,28.0,Salaried Millennials,Call Center,False,False
FB32091,CMP19115,The cashback promised in campaign never got credited. Follow up required.,Very Negative,-0.45,Unsubscribe Failed,Critical,Social Media,2024-03-24,Escalated,99.0,Low-Balance Customers,Email,False,True
FB32092,CMP14423,The credit card upgrade offer was excellent. Enjoying the new benefits!,Positive,0.88,Appreciation,Low,Chatbot,2025-01-18,Resolved,,First-Time Borrowers,Email,False,False
FB32093,CMP10768,The app notification for bill payment reminder was helpful. Avoided late fee!,Positive,0.82,Appreciation,Low,Chatbot,2025-06-29,In Progress,47.0,NRI Customers,SMS,False,False
FB32094,CMP18785,General inquiry about the campaign offer.,Neutral,0.02,General Inquiry,Low,Branch,2025-06-26,In Progress,115.0,Salaried Millennials,Email,False,False
FB32095,CMP16408,The interest rate in SMS was different from what your branch quoted. Cheating!,Negative,-0.24,Wrong Customer Details,Medium,Chatbot,2024-11-25,In Progress,153.0,Salaried Gen-Z,Email,True,False
FB32096,CMP10777,I opted out of marketing communications but still getting WhatsApp promotions.,Very Negative,-0.47,Service Delay,Critical,Chatbot,2025-11-26,Resolved,101.0,IT Professionals,SMS,True,True
FB32097,CMP19615,Your executive called me during office hours for loan offer. Very unprofessional!,Negative,-0.26,Unsubscribe Failed,Medium,Survey,2024-01-12,In Progress,93.0,NRI Customers,SMS,False,False
FB32098,CMP11168,Email said exclusive offer but everyone got the same. Not really exclusive!,Very Negative,-0.54,Technical Issues,Critical,Branch,2024-12-18,Escalated,88.0,Students,Email,False,True
FB32099,CMP12503,The offer mentioned in SMS is not applicable to my account. Misleading information!,Negative,-0.13,Wrong Customer Details,High,Social Media,2024-09-02,Resolved,17.0,Students,WhatsApp,False,True
FB32100,CMP14350,The credit card offer was not as mentioned. Hidden charges everywhere!,Negative,-0.01,Unclear Terms,Medium,Chatbot,2025-06-07,Resolved,107.0,NRI Customers,WhatsApp,False,False
FB32101,CMP11328,Your push notification timing is terrible. Getting messages at midnight!,Very Negative,-0.7,Duplicate Messages,High,App Review,2024-10-25,Escalated,76.0,NRI Customers,Email,False,True
FB32102,CMP13378,Your WhatsApp Business messages are too frequent. Considering blocking!,Very Negative,-0.46,Misleading Information,Critical,Call Center,2024-06-26,In Progress,20.0,Premium Card Holders,Call Center,False,True
FB32103,CMP19434,Multiple calls from different executives for same product. Poor coordination!,Negative,-0.24,Unsubscribe Failed,Low,Branch,2024-09-15,Open,73.0,Existing Loan Customers,SMS,True,False
FB32104,CMP12024,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Negative,-0.05,Privacy Concerns,Low,Email,2024-03-05,Escalated,20.0,High-Value Transactors,Email,False,False
FB32105,CMP18326,Your campaign mentioned free insurance but it had premium after first year.,Negative,-0.27,Wrong Customer Details,Medium,App Review,2025-05-04,Open,90.0,Students,Email,False,False
FB32106,CMP13480,Received 5 promotional messages today alone. This is harassment!,Negative,-0.11,Misleading Information,Medium,Chatbot,2025-10-05,In Progress,125.0,Low-Balance Customers,Email,False,False
FB32107,CMP15577,The app notification for bill payment reminder was helpful. Avoided late fee!,Positive,0.75,Appreciation,Low,Branch,2023-02-08,Open,,Salaried Millennials,SMS,True,False
FB32108,CMP14856,Multiple calls from different executives for same product. Poor coordination!,Negative,-0.06,Unclear Terms,High,Social Media,2025-04-01,Escalated,37.0,Salaried Millennials,SMS,False,True
FB32109,CMP15236,Your WhatsApp banking is very convenient. Love the quick response!,Positive,0.45,Appreciation,Low,Social Media,2025-03-09,Closed,68.0,Premium Card Holders,Email,False,False
FB32110,CMP15104,Too many promotional SMS from your bank. Please stop sending these messages!,Negative,-0.16,Technical Issues,High,App Review,2023-11-21,Escalated,159.0,IT Professionals,Call Center,True,True
FB32111,CMP10968,Email said exclusive offer but everyone got the same. Not really exclusive!,Very Negative,-0.71,Duplicate Messages,Medium,Social Media,2023-04-13,Open,105.0,Existing Loan Customers,Email,False,False
FB32112,CMP11258,Your app showed pre-approved loan but branch rejected. False advertising!,Negative,-0.2,Privacy Concerns,Medium,Chatbot,2023-09-15,Escalated,,Salaried Millennials,Call Center,True,False
FB32113,CMP12807,General inquiry about the campaign offer.,Neutral,0.05,General Inquiry,Low,Branch,2024-12-02,Resolved,101.0,Retired Professionals,SMS,False,False
FB32114,CMP16415,Loan processing fee was higher than mentioned in campaign. Please clarify!,Very Negative,-0.37,Irrelevant Offers,High,Email,2024-05-16,Open,36.0,Senior Citizens,Call Center,True,True
FB32115,CMP16917,The special rate for existing customers was same as new customer rate. Disappointed!,Negative,-0.19,Wrong Customer Details,High,Email,2023-05-10,In Progress,146.0,High-Value Transactors,Push Notification,False,True
FB32116,CMP11644,Email said exclusive offer but everyone got the same. Not really exclusive!,Negative,-0.24,Privacy Concerns,Critical,Call Center,2025-03-20,In Progress,,Government Employees,Call Center,False,True
FB32117,CMP19868,General inquiry about the campaign offer.,Neutral,0.03,General Inquiry,Low,Email,2024-08-31,In Progress,,Dormant Account Holders,SMS,False,False
FB32118,CMP10517,Email said exclusive offer but everyone got the same. Not really exclusive!,Very Negative,-0.39,Hidden Charges,Critical,Chatbot,2026-03-10,Escalated,105.0,Dormant Account Holders,Call Center,False,True
FB32119,CMP19372,Your WhatsApp Business messages are too frequent. Considering blocking!,Negative,-0.24,Misleading Information,Medium,Email,2024-11-24,Open,119.0,HNI Customers,WhatsApp,True,False
FB32120,CMP18521,General inquiry about the campaign offer.,Neutral,0.13,General Inquiry,Low,Branch,2025-11-25,Open,150.0,First-Time Borrowers,WhatsApp,False,False
FB32121,CMP17297,General inquiry about the campaign offer.,Neutral,0.29,General Inquiry,Low,Survey,2023-08-08,Escalated,34.0,HNI Customers,Push Notification,False,False
FB32122,CMP13659,The app notification for bill payment reminder was helpful. Avoided late fee!,Positive,0.6,Appreciation,Low,Social Media,2024-01-10,Closed,22.0,Low-Balance Customers,WhatsApp,False,False
FB32123,CMP19205,Credit limit mentioned in message doesn't match my actual approved limit.,Negative,-0.29,Technical Issues,Medium,Call Center,2023-08-25,Resolved,,Women Professionals,WhatsApp,False,False
FB32124,CMP13933,Too many promotional SMS from your bank. Please stop sending these messages!,Very Negative,-0.92,Wrong Customer Details,High,Survey,2025-02-22,Escalated,164.0,Women Professionals,SMS,True,True
FB32125,CMP12576,The EMI calculator in campaign shows different amount than actual EMI.,Very Negative,-0.39,Unsubscribe Failed,High,Call Center,2025-04-26,Open,108.0,Mass Affluent,SMS,False,True
